Caste,Marks,Selection Percentage,Chance,School Type,Total Marks,Gender,Selection Chance,Result
OC,572.0,69.04,Moderate Chance,Government,576.0,Male,Moderate Chance,Not Selected
EWS,444.0,54.07,Less Chance,Government,448.0,Male,Less Chance,Not Selected
BCA,454.0,55.52,Less Chance,Government,460.0,Female,Less Chance,Not Selected
BCD,509.0,61.7,Moderate Chance,Government,513.0,Male,Less Chance,Not Selected
EWS,510.0,62.28,Moderate Chance,Government,516.0,Female,Less Chance,Not Selected
BCB,462.0,56.58,Less Chance,Government,468.0,Female,Less Chance,Not Selected
BCA,469.0,57.09,Less Chance,Government,473.0,Male,Less Chance,Not Selected
BCD,432.0,52.44,Less Chance,Government,436.0,Male,Less Chance,Not Selected
BCE,459.0,56.51,Less Chance,Government,465.0,Female,Less Chance,Not Selected
EWS,492.0,59.86,Less Chance,Government,496.0,Male,Less Chance,Not Selected
BCB,546.0,66.74,Moderate Chance,Government,552.0,Female,Less Chance,Not Selected
SC,440.0,54.49,Less Chance,Government,446.0,Female,Less Chance,Not Selected
SC,460.0,56.93,Less Chance,Government,466.0,Female,Less Chance,Not Selected
EWS,563.0,68.43,Moderate Chance,Government,567.0,Male,Moderate Chance,Not Selected
BCB,489.0,59.84,Less Chance,Government,495.0,Female,Less Chance,Not Selected
BCA,541.0,66.02,Moderate Chance,Government,547.0,Female,Less Chance,Not Selected
ST,453.0,57.38,Less Chance,Government,459.0,Female,Less Chance,Not Selected
OC,416.0,50.34,Less Chance,Government,420.0,Male,Less Chance,Not Selected
EWS,582.0,86.0,High Chance,Government,586.0,Male,High Chance,Selected
BCA,566.0,69.03,Moderate Chance,Government,572.0,Female,Moderate Chance,Not Selected
BCE,511.0,62.83,Moderate Chance,Government,517.0,Female,Less Chance,Not Selected
BCA,466.0,56.48,Less Chance,Private,468.0,Female,Less Chance,Not Selected
BCB,408.0,50.05,Less Chance,Government,414.0,Female,Less Chance,Not Selected
BCD,583.0,83.33,High Chance,Private,585.0,Female,High Chance,Selected
OC,466.0,56.58,Less Chance,Government,472.0,Female,Less Chance,Not Selected
BCB,420.0,51.26,Less Chance,Government,424.0,Male,Less Chance,Not Selected
EWS,499.0,60.95,Moderate Chance,Government,505.0,Female,Less Chance,Not Selected
BCE,459.0,56.27,Less Chance,Government,463.0,Male,Less Chance,Not Selected
BCD,530.0,64.47,Moderate Chance,Government,536.0,Female,Less Chance,Not Selected
BCA,466.0,56.24,Less Chance,Private,466.0,Male,Less Chance,Not Selected
BCA,513.0,62.4,Moderate Chance,Government,517.0,Male,Less Chance,Not Selected
BCB,585.0,91.43,High Chance,Government,591.0,Female,High Chance,Selected
OC,414.0,50.1,Less Chance,Government,418.0,Male,Less Chance,Not Selected
EWS,426.0,51.9,Less Chance,Government,430.0,Male,Less Chance,Not Selected
BCD,586.0,91.11,High Chance,Government,592.0,Female,High Chance,Selected
BCB,458.0,55.85,Less Chance,Government,462.0,Male,Less Chance,Not Selected
BCE,470.0,57.12,Less Chance,Private,470.0,Male,Less Chance,Not Selected
BCA,555.0,67.71,Moderate Chance,Government,561.0,Female,Moderate Chance,Not Selected
BCB,476.0,58.27,Less Chance,Government,482.0,Female,Less Chance,Not Selected
BCB,542.0,66.01,Moderate Chance,Government,546.0,Male,Less Chance,Not Selected
BCA,491.0,59.74,Less Chance,Government,495.0,Male,Less Chance,Not Selected
EWS,559.0,68.19,Moderate Chance,Government,565.0,Female,Moderate Chance,Not Selected
SC,518.0,63.77,Moderate Chance,Government,522.0,Male,Less Chance,Not Selected
BCA,542.0,66.14,Moderate Chance,Government,548.0,Female,Less Chance,Not Selected
BCD,495.0,59.78,Less Chance,Private,497.0,Female,Less Chance,Not Selected
EWS,449.0,54.67,Less Chance,Government,453.0,Male,Less Chance,Not Selected
SC,417.0,51.68,Less Chance,Government,423.0,Female,Less Chance,Not Selected
OC,562.0,67.84,Moderate Chance,Government,566.0,Male,Moderate Chance,Not Selected
BCE,531.0,65.02,Moderate Chance,Government,535.0,Male,Less Chance,Not Selected
BCA,483.0,58.53,Less Chance,Private,485.0,Female,Less Chance,Not Selected
BCB,598.0,103.81,High Chance,Government,604.0,Female,High Chance,Selected
BCE,470.0,57.6,Less Chance,Government,474.0,Male,Less Chance,Not Selected
BCB,476.0,58.03,Less Chance,Government,480.0,Male,Less Chance,Not Selected
BCB,466.0,56.82,Less Chance,Government,470.0,Male,Less Chance,Not Selected
BCD,423.0,50.88,Less Chance,Private,423.0,Male,Less Chance,Not Selected
OC,436.0,52.26,Less Chance,Private,436.0,Male,Less Chance,Not Selected
BCD,415.0,50.15,Less Chance,Private,417.0,Female,Less Chance,Not Selected
BCE,570.0,80.0,Moderate Chance,Government,576.0,Female,High Chance,Selected
EWS,466.0,56.97,Less Chance,Government,472.0,Female,Less Chance,Not Selected
BCB,538.0,65.53,Moderate Chance,Government,542.0,Male,Less Chance,Not Selected
BCE,453.0,55.54,Less Chance,Government,457.0,Male,Less Chance,Not Selected
BCA,595.0,99.0,High Chance,Government,599.0,Male,High Chance,Selected
OC,448.0,54.42,Less Chance,Government,454.0,Female,Less Chance,Not Selected
BCD,420.0,51.0,Less Chance,Government,424.0,Male,Less Chance,Not Selected
BCB,500.0,60.93,Moderate Chance,Government,504.0,Male,Less Chance,Not Selected
BCE,498.0,61.25,Moderate Chance,Government,504.0,Female,Less Chance,Not Selected
EWS,589.0,93.0,High Chance,Government,593.0,Male,High Chance,Selected
BCC,548.0,68.52,Moderate Chance,Government,554.0,Female,Moderate Chance,Not Selected
BCA,519.0,63.12,Moderate Chance,Government,523.0,Male,Less Chance,Not Selected
BCD,474.0,57.25,Less Chance,Private,476.0,Female,Less Chance,Not Selected
EWS,414.0,49.97,Less Chance,Private,414.0,Male,Less Chance,Not Selected
BCB,443.0,53.56,Less Chance,Private,443.0,Male,Less Chance,Not Selected
BCB,473.0,57.43,Less Chance,Private,475.0,Female,Less Chance,Not Selected
EWS,543.0,66.02,Moderate Chance,Government,547.0,Male,Less Chance,Not Selected
BCE,549.0,67.45,Moderate Chance,Government,555.0,Female,Moderate Chance,Not Selected
BCD,510.0,62.06,Moderate Chance,Government,516.0,Female,Less Chance,Not Selected
EWS,592.0,98.0,High Chance,Government,598.0,Female,High Chance,Selected
BCB,425.0,52.11,Less Chance,Government,431.0,Female,Less Chance,Not Selected
BCB,559.0,67.82,Moderate Chance,Private,561.0,Female,Moderate Chance,Not Selected
BCD,477.0,58.09,Less Chance,Government,483.0,Female,Less Chance,Not Selected
EWS,510.0,62.03,Moderate Chance,Government,514.0,Male,Less Chance,Not Selected
BCA,415.0,50.57,Less Chance,Government,419.0,Male,Less Chance,Not Selected
EWS,557.0,67.22,Moderate Chance,Private,557.0,Male,Moderate Chance,Not Selected
BCD,422.0,51.24,Less Chance,Government,426.0,Male,Less Chance,Not Selected
BCE,408.0,50.07,Less Chance,Government,412.0,Male,Less Chance,Not Selected
BCB,482.0,59.0,Less Chance,Government,488.0,Female,Less Chance,Not Selected
BCA,592.0,98.0,High Chance,Government,598.0,Female,High Chance,Selected
BCB,506.0,61.66,Moderate Chance,Government,510.0,Male,Less Chance,Not Selected
EWS,455.0,55.64,Less Chance,Government,461.0,Female,Less Chance,Not Selected
BCD,428.0,52.2,Less Chance,Government,434.0,Female,Less Chance,Not Selected
BCA,578.0,84.0,Moderate Chance,Government,584.0,Female,High Chance,Selected
BCA,476.0,58.17,Less Chance,Government,482.0,Female,Less Chance,Not Selected
SC,527.0,64.87,Moderate Chance,Government,531.0,Male,Less Chance,Not Selected
BCD,432.0,51.96,Less Chance,Private,432.0,Male,Less Chance,Not Selected
EWS,583.0,89.0,High Chance,Government,589.0,Female,High Chance,Selected
BCB,568.0,69.4,Moderate Chance,Government,574.0,Female,Moderate Chance,Not Selected
BCD,429.0,52.08,Less Chance,Government,433.0,Male,Less Chance,Not Selected
BCB,585.0,91.43,High Chance,Government,591.0,Female,High Chance,Selected
BCA,539.0,65.53,Moderate Chance,Government,543.0,Male,Less Chance,Not Selected
BCB,545.0,66.61,Moderate Chance,Government,551.0,Female,Less Chance,Not Selected
BCA,485.0,59.26,Less Chance,Government,491.0,Female,Less Chance,Not Selected
SC,498.0,61.57,Moderate Chance,Government,504.0,Female,Less Chance,Not Selected
EWS,548.0,66.86,Moderate Chance,Government,554.0,Female,Less Chance,Not Selected
BCE,460.0,55.9,Less Chance,Private,460.0,Male,Less Chance,Not Selected
BCB,556.0,67.46,Moderate Chance,Private,558.0,Female,Moderate Chance,Not Selected
BCD,482.0,58.69,Less Chance,Government,488.0,Female,Less Chance,Not Selected
BCB,593.0,99.05,High Chance,Government,599.0,Female,High Chance,Selected
SC,591.0,97.78,High Chance,Government,597.0,Female,High Chance,Selected
EWS,600.0,104.0,High Chance,Government,604.0,Male,High Chance,Selected
EWS,563.0,68.67,Moderate Chance,Government,569.0,Female,Moderate Chance,Not Selected
BCE,488.0,59.79,Less Chance,Government,492.0,Male,Less Chance,Not Selected
EWS,533.0,64.81,Moderate Chance,Government,537.0,Male,Less Chance,Not Selected
BCA,431.0,52.02,Less Chance,Private,431.0,Male,Less Chance,Not Selected
BCB,500.0,61.17,Moderate Chance,Government,506.0,Female,Less Chance,Not Selected
SC,467.0,57.78,Less Chance,Government,473.0,Female,Less Chance,Not Selected
BCD,473.0,56.89,Less Chance,Private,473.0,Male,Less Chance,Not Selected
BCE,489.0,59.43,Less Chance,Private,489.0,Male,Less Chance,Not Selected
EWS,471.0,57.57,Less Chance,Government,477.0,Female,Less Chance,Not Selected
BCB,490.0,59.72,Less Chance,Government,494.0,Male,Less Chance,Not Selected
BCE,441.0,54.08,Less Chance,Government,445.0,Male,Less Chance,Not Selected
EWS,486.0,58.9,Less Chance,Private,488.0,Female,Less Chance,Not Selected
SC,567.0,80.0,Moderate Chance,Government,573.0,Female,High Chance,Selected
EWS,545.0,66.5,Moderate Chance,Government,551.0,Female,Less Chance,Not Selected
BCA,495.0,60.47,Less Chance,Government,501.0,Female,Less Chance,Not Selected
BCB,499.0,60.81,Moderate Chance,Government,503.0,Male,Less Chance,Not Selected
SC,510.0,63.04,Moderate Chance,Government,516.0,Female,Less Chance,Not Selected
BCD,599.0,105.56,High Chance,Government,605.0,Female,High Chance,Selected
BCB,420.0,51.5,Less Chance,Government,426.0,Female,Less Chance,Not Selected
BCE,432.0,52.99,Less Chance,Government,436.0,Male,Less Chance,Not Selected
EWS,595.0,101.0,High Chance,Government,601.0,Female,High Chance,Selected
BCD,542.0,65.67,Moderate Chance,Government,546.0,Male,Less Chance,Not Selected
EWS,467.0,57.09,Less Chance,Government,473.0,Female,Less Chance,Not Selected
ST,416.0,52.75,Less Chance,Government,422.0,Female,Less Chance,Not Selected
BCA,586.0,92.0,High Chance,Government,592.0,Female,High Chance,Selected
SC,486.0,59.62,Less Chance,Private,488.0,Female,Less Chance,Not Selected
BCB,417.0,51.14,Less Chance,Government,423.0,Female,Less Chance,Not Selected
BCE,496.0,61.01,Moderate Chance,Government,502.0,Female,Less Chance,Not Selected
EWS,434.0,52.86,Less Chance,Government,438.0,Male,Less Chance,Not Selected
BCA,447.0,54.67,Less Chance,Government,453.0,Female,Less Chance,Not Selected
BCD,543.0,66.03,Moderate Chance,Government,549.0,Female,Less Chance,Not Selected
BCA,417.0,50.33,Less Chance,Private,417.0,Male,Less Chance,Not Selected
BCB,404.0,49.08,Less Chance,Private,406.0,Female,Less Chance,Not Selected
EWS,537.0,64.81,Moderate Chance,Private,537.0,Male,Less Chance,Not Selected
BCA,422.0,51.41,Less Chance,Government,426.0,Male,Less Chance,Not Selected
BCD,518.0,62.78,Moderate Chance,Government,522.0,Male,Less Chance,Not Selected
BCA,425.0,52.02,Less Chance,Government,431.0,Female,Less Chance,Not Selected
BCB,557.0,68.07,Moderate Chance,Government,563.0,Female,Moderate Chance,Not Selected
BCB,593.0,97.14,High Chance,Government,597.0,Male,High Chance,Selected
BCA,502.0,61.07,Moderate Chance,Government,506.0,Male,Less Chance,Not Selected
BCB,500.0,61.17,Moderate Chance,Government,506.0,Female,Less Chance,Not Selected
BCA,474.0,57.45,Less Chance,Private,476.0,Female,Less Chance,Not Selected
EWS,467.0,56.6,Less Chance,Private,469.0,Female,Less Chance,Not Selected
BCA,522.0,63.72,Moderate Chance,Government,528.0,Female,Less Chance,Not Selected
BCB,592.0,98.1,High Chance,Government,598.0,Female,High Chance,Selected
BCB,543.0,66.13,Moderate Chance,Government,547.0,Male,Less Chance,Not Selected
BCB,509.0,62.26,Moderate Chance,Government,515.0,Female,Less Chance,Not Selected
SC,481.0,59.49,Less Chance,Government,487.0,Female,Less Chance,Not Selected
BCA,446.0,54.55,Less Chance,Government,452.0,Female,Less Chance,Not Selected
EWS,423.0,51.29,Less Chance,Private,425.0,Female,Less Chance,Not Selected
BCB,418.0,51.02,Less Chance,Government,422.0,Male,Less Chance,Not Selected
BCB,401.0,49.21,Less Chance,Government,407.0,Female,Less Chance,Not Selected
BCE,563.0,69.15,Moderate Chance,Government,569.0,Female,Moderate Chance,Not Selected
EWS,497.0,60.71,Less Chance,Government,503.0,Female,Less Chance,Not Selected
BCD,563.0,68.2,Moderate Chance,Government,567.0,Male,Moderate Chance,Not Selected
BCA,480.0,58.41,Less Chance,Government,484.0,Male,Less Chance,Not Selected
BCB,594.0,96.19,High Chance,Private,596.0,Female,High Chance,Selected
SC,477.0,58.76,Less Chance,Government,481.0,Male,Less Chance,Not Selected
EWS,400.0,49.0,Less Chance,Government,406.0,Female,Less Chance,Not Selected
BCD,565.0,68.44,Moderate Chance,Government,569.0,Male,Moderate Chance,Not Selected
BCB,518.0,63.11,Moderate Chance,Government,522.0,Male,Less Chance,Not Selected
EWS,435.0,53.22,Less Chance,Government,441.0,Female,Less Chance,Not Selected
BCB,428.0,52.47,Less Chance,Government,434.0,Female,Less Chance,Not Selected
BCA,458.0,55.76,Less Chance,Government,462.0,Male,Less Chance,Not Selected
SC,476.0,58.64,Less Chance,Government,480.0,Male,Less Chance,Not Selected
EWS,559.0,68.19,Moderate Chance,Government,565.0,Female,Moderate Chance,Not Selected
BCD,494.0,59.66,Less Chance,Private,496.0,Female,Less Chance,Not Selected
BCB,430.0,52.71,Less Chance,Government,436.0,Female,Less Chance,Not Selected
BCA,463.0,56.36,Less Chance,Government,467.0,Male,Less Chance,Not Selected
EWS,457.0,55.88,Less Chance,Government,463.0,Female,Less Chance,Not Selected
BCD,417.0,50.15,Less Chance,Private,417.0,Male,Less Chance,Not Selected
BCB,484.0,59.0,Less Chance,Government,488.0,Male,Less Chance,Not Selected
BCA,571.0,68.91,Moderate Chance,Private,571.0,Male,Moderate Chance,Not Selected
SC,517.0,63.65,Moderate Chance,Government,521.0,Male,Less Chance,Not Selected
BCD,412.0,50.03,Less Chance,Government,416.0,Male,Less Chance,Not Selected
BCB,600.0,105.71,High Chance,Government,606.0,Female,High Chance,Selected
BCB,408.0,50.05,Less Chance,Government,414.0,Female,Less Chance,Not Selected
EWS,482.0,58.9,Less Chance,Government,488.0,Female,Less Chance,Not Selected
BCA,461.0,56.36,Less Chance,Government,467.0,Female,Less Chance,Not Selected
BCE,599.0,100.83,High Chance,Private,601.0,Female,High Chance,Selected
BCB,591.0,97.14,High Chance,Government,597.0,Female,High Chance,Selected
BCB,557.0,67.58,Moderate Chance,Private,559.0,Female,Moderate Chance,Not Selected
SC,424.0,52.53,Less Chance,Government,430.0,Female,Less Chance,Not Selected
EWS,587.0,91.0,High Chance,Government,591.0,Male,High Chance,Selected
BCB,454.0,55.61,Less Chance,Government,460.0,Female,Less Chance,Not Selected
BCA,411.0,50.09,Less Chance,Government,415.0,Male,Less Chance,Not Selected
BCE,456.0,55.42,Less Chance,Private,456.0,Male,Less Chance,Not Selected
EWS,454.0,55.28,Less Chance,Government,458.0,Male,Less Chance,Not Selected
BCE,477.0,58.7,Less Chance,Government,483.0,Female,Less Chance,Not Selected
SC,529.0,65.11,Moderate Chance,Government,533.0,Male,Less Chance,Not Selected
BCB,563.0,68.31,Moderate Chance,Private,565.0,Female,Moderate Chance,Not Selected
BCA,403.0,49.36,Less Chance,Government,409.0,Female,Less Chance,Not Selected
BCA,513.0,62.4,Moderate Chance,Government,517.0,Male,Less Chance,Not Selected
BCB,494.0,60.21,Less Chance,Government,498.0,Male,Less Chance,Not Selected
EWS,459.0,55.88,Less Chance,Government,463.0,Male,Less Chance,Not Selected
BCA,531.0,64.09,Moderate Chance,Private,531.0,Male,Less Chance,Not Selected
BCB,416.0,51.02,Less Chance,Government,422.0,Female,Less Chance,Not Selected
BCE,515.0,63.07,Moderate Chance,Government,519.0,Male,Less Chance,Not Selected
BCD,410.0,49.31,Less Chance,Private,410.0,Male,Less Chance,Not Selected
EWS,554.0,67.34,Moderate Chance,Government,558.0,Male,Moderate Chance,Not Selected
EWS,589.0,95.0,High Chance,Government,595.0,Female,High Chance,Selected
EWS,571.0,68.91,Moderate Chance,Private,571.0,Male,Moderate Chance,Not Selected
ST,571.0,87.5,High Chance,Government,575.0,Male,High Chance,Selected
BCD,433.0,52.8,Less Chance,Government,439.0,Female,Less Chance,Not Selected
EWS,420.0,51.17,Less Chance,Government,424.0,Male,Less Chance,Not Selected
EWS,439.0,53.47,Less Chance,Government,443.0,Male,Less Chance,Not Selected
EWS,492.0,60.1,Less Chance,Government,498.0,Female,Less Chance,Not Selected
BCE,553.0,67.93,Moderate Chance,Government,559.0,Female,Moderate Chance,Not Selected
BCD,570.0,69.04,Moderate Chance,Government,574.0,Male,Moderate Chance,Not Selected
BCE,578.0,81.67,High Chance,Private,578.0,Male,High Chance,Selected
EWS,545.0,66.5,Moderate Chance,Government,551.0,Female,Less Chance,Not Selected
BCD,518.0,63.02,Moderate Chance,Government,524.0,Female,Less Chance,Not Selected
SC,583.0,90.37,High Chance,Government,587.0,Male,High Chance,Selected
EWS,449.0,54.67,Less Chance,Government,453.0,Male,Less Chance,Not Selected
BCD,483.0,58.81,Less Chance,Government,489.0,Female,Less Chance,Not Selected
EWS,584.0,90.0,High Chance,Government,590.0,Female,High Chance,Selected
EWS,591.0,97.0,High Chance,Government,597.0,Female,High Chance,Selected
BCD,522.0,63.51,Moderate Chance,Government,528.0,Female,Less Chance,Not Selected
SC,558.0,68.66,Moderate Chance,Government,562.0,Male,Moderate Chance,Not Selected
BCD,497.0,60.5,Less Chance,Government,503.0,Female,Less Chance,Not Selected
EWS,447.0,54.19,Less Chance,Private,449.0,Female,Less Chance,Not Selected
EWS,416.0,50.69,Less Chance,Government,420.0,Male,Less Chance,Not Selected
EWS,508.0,61.79,Moderate Chance,Government,512.0,Male,Less Chance,Not Selected
SC,421.0,51.92,Less Chance,Government,425.0,Male,Less Chance,Not Selected
SC,454.0,55.46,Less Chance,Private,454.0,Male,Less Chance,Not Selected
SC,515.0,63.4,Moderate Chance,Government,519.0,Male,Less Chance,Not Selected
BCD,498.0,60.62,Less Chance,Government,504.0,Female,Less Chance,Not Selected
SC,565.0,69.76,Moderate Chance,Government,571.0,Female,Moderate Chance,Not Selected
BCD,504.0,60.86,Moderate Chance,Private,506.0,Female,Less Chance,Not Selected
SC,465.0,56.81,Less Chance,Private,465.0,Male,Less Chance,Not Selected
SC,536.0,65.48,Moderate Chance,Private,536.0,Male,Less Chance,Not Selected
ST,586.0,95.0,High Chance,Government,590.0,Male,High Chance,Selected
SC,401.0,49.72,Less Chance,Government,407.0,Female,Less Chance,Not Selected
SC,597.0,100.74,High Chance,Government,601.0,Male,High Chance,Selected
SC,473.0,58.27,Less Chance,Government,477.0,Male,Less Chance,Not Selected
SC,473.0,57.78,Less Chance,Private,473.0,Male,Less Chance,Not Selected
SC,582.0,91.11,High Chance,Government,588.0,Female,High Chance,Selected
SC,573.0,84.44,High Chance,Government,579.0,Female,High Chance,Selected
SC,595.0,100.74,High Chance,Government,601.0,Female,High Chance,Selected
SC,474.0,57.91,Less Chance,Private,474.0,Male,Less Chance,Not Selected
SC,400.0,49.35,Less Chance,Government,404.0,Male,Less Chance,Not Selected
SC,411.0,50.94,Less Chance,Government,417.0,Female,Less Chance,Not Selected
SC,547.0,67.31,Moderate Chance,Government,551.0,Male,Moderate Chance,Not Selected
SC,424.0,52.29,Less Chance,Government,428.0,Male,Less Chance,Not Selected
SC,558.0,68.66,Moderate Chance,Government,562.0,Male,Moderate Chance,Not Selected
SC,490.0,60.35,Less Chance,Government,494.0,Male,Less Chance,Not Selected
SC,574.0,85.19,High Chance,Government,580.0,Female,High Chance,Selected
SC,516.0,63.53,Moderate Chance,Government,520.0,Male,Less Chance,Not Selected
SC,586.0,94.07,High Chance,Government,592.0,Female,High Chance,Selected
SC,400.0,49.35,Less Chance,Government,404.0,Male,Less Chance,Not Selected
SC,445.0,54.85,Less Chance,Government,449.0,Male,Less Chance,Not Selected
SC,542.0,66.95,Moderate Chance,Government,548.0,Female,Less Chance,Not Selected
SC,585.0,93.33,High Chance,Government,591.0,Female,High Chance,Selected
SC,441.0,54.36,Less Chance,Government,445.0,Male,Less Chance,Not Selected
SC,480.0,59.13,Less Chance,Government,484.0,Male,Less Chance,Not Selected
SC,570.0,69.63,Moderate Chance,Private,570.0,Male,Moderate Chance,Not Selected
SC,543.0,66.82,Moderate Chance,Government,547.0,Male,Less Chance,Not Selected
ST,499.0,63.12,Moderate Chance,Government,505.0,Female,Less Chance,Not Selected
SC,597.0,100.74,High Chance,Government,601.0,Male,High Chance,Selected
ST,578.0,92.0,High Chance,Government,584.0,Female,High Chance,Selected
SC,523.0,64.38,Moderate Chance,Government,527.0,Male,Less Chance,Not Selected
SC,411.0,50.7,Less Chance,Government,415.0,Male,Less Chance,Not Selected
SC,484.0,59.86,Less Chance,Government,490.0,Female,Less Chance,Not Selected
SC,544.0,67.19,Moderate Chance,Government,550.0,Female,Moderate Chance,Not Selected
SC,577.0,87.41,High Chance,Government,583.0,Female,High Chance,Selected
SC,579.0,88.89,High Chance,Government,585.0,Female,High Chance,Selected
SC,585.0,91.85,High Chance,Government,589.0,Male,High Chance,Selected
SC,483.0,59.74,Less Chance,Government,489.0,Female,Less Chance,Not Selected
SC,474.0,58.64,Less Chance,Government,480.0,Female,Less Chance,Not Selected
ST,454.0,57.0,Less Chance,Private,456.0,Female,Less Chance,Not Selected
SC,575.0,84.44,High Chance,Government,579.0,Male,High Chance,Selected
SC,471.0,58.27,Less Chance,Government,477.0,Female,Less Chance,Not Selected
ST,415.0,52.38,Less Chance,Government,419.0,Male,Less Chance,Not Selected
ST,548.0,68.75,Moderate Chance,Private,550.0,Female,Moderate Chance,Not Selected
BCC,542.0,67.77,Moderate Chance,Government,548.0,Female,Moderate Chance,Not Selected
ST,460.0,58.0,Less Chance,Government,464.0,Male,Less Chance,Not Selected
ST,479.0,60.62,Less Chance,Government,485.0,Female,Less Chance,Not Selected
ST,504.0,63.75,Moderate Chance,Government,510.0,Female,Less Chance,Not Selected
ST,469.0,59.38,Less Chance,Government,475.0,Female,Less Chance,Not Selected
ST,569.0,87.5,High Chance,Government,575.0,Female,High Chance,Selected
ST,589.0,96.5,High Chance,Government,593.0,Male,High Chance,Selected
BCC,530.0,65.8,Moderate Chance,Private,532.0,Female,Less Chance,Not Selected
ST,581.0,93.5,High Chance,Government,587.0,Female,High Chance,Selected
ST,507.0,63.62,Moderate Chance,Private,509.0,Female,Less Chance,Not Selected
ST,525.0,66.12,Moderate Chance,Government,529.0,Male,Less Chance,Not Selected
ST,472.0,59.75,Less Chance,Government,478.0,Female,Less Chance,Not Selected
ST,531.0,67.12,Moderate Chance,Government,537.0,Female,Moderate Chance,Not Selected
ST,421.0,52.62,Less Chance,Private,421.0,Male,Less Chance,Not Selected
ST,525.0,65.62,Moderate Chance,Private,525.0,Male,Less Chance,Not Selected
ST,431.0,53.88,Less Chance,Private,431.0,Male,Less Chance,Not Selected
ST,424.0,53.75,Less Chance,Government,430.0,Female,Less Chance,Not Selected
ST,457.0,57.62,Less Chance,Government,461.0,Male,Less Chance,Not Selected
BCC,499.0,61.71,Moderate Chance,Private,499.0,Male,Less Chance,Not Selected
BCE,427.0,51.89,Less Chance,Private,427.0,Male,Less Chance,Not Selected
BCB,543.0,65.89,Moderate Chance,Private,545.0,Female,Less Chance,Not Selected
SC,434.0,53.75,Less Chance,Government,440.0,Female,Less Chance,Not Selected
EWS,555.0,67.47,Moderate Chance,Government,559.0,Male,Moderate Chance,Not Selected
BCE,411.0,50.43,Less Chance,Government,415.0,Male,Less Chance,Not Selected
BCD,413.0,50.4,Less Chance,Government,419.0,Female,Less Chance,Not Selected
BCB,483.0,58.88,Less Chance,Government,487.0,Male,Less Chance,Not Selected
EWS,436.0,53.1,Less Chance,Government,440.0,Male,Less Chance,Not Selected
BCB,533.0,65.16,Moderate Chance,Government,539.0,Female,Less Chance,Not Selected
BCB,566.0,69.15,Moderate Chance,Government,572.0,Female,Moderate Chance,Not Selected
BCE,512.0,62.95,Moderate Chance,Government,518.0,Female,Less Chance,Not Selected
SC,412.0,50.82,Less Chance,Government,416.0,Male,Less Chance,Not Selected
EWS,491.0,59.74,Less Chance,Government,495.0,Male,Less Chance,Not Selected
BCB,560.0,67.7,Moderate Chance,Private,560.0,Male,Moderate Chance,Not Selected
BCD,523.0,63.38,Moderate Chance,Government,527.0,Male,Less Chance,Not Selected
EWS,450.0,54.79,Less Chance,Government,454.0,Male,Less Chance,Not Selected
BCB,507.0,62.02,Moderate Chance,Government,513.0,Female,Less Chance,Not Selected
EWS,588.0,92.0,High Chance,Government,592.0,Male,High Chance,Selected
BCD,406.0,49.55,Less Chance,Government,412.0,Female,Less Chance,Not Selected
OC,425.0,51.42,Less Chance,Government,429.0,Male,Less Chance,Not Selected
BCB,429.0,52.35,Less Chance,Government,433.0,Male,Less Chance,Not Selected
BCE,488.0,60.03,Less Chance,Government,494.0,Female,Less Chance,Not Selected
BCB,541.0,66.13,Moderate Chance,Government,547.0,Female,Less Chance,Not Selected
ST,583.0,94.5,High Chance,Government,589.0,Female,High Chance,Selected
BCB,496.0,59.97,Less Chance,Private,496.0,Male,Less Chance,Not Selected
EWS,474.0,57.69,Less Chance,Government,478.0,Male,Less Chance,Not Selected
EWS,590.0,90.0,High Chance,Private,590.0,Male,High Chance,Selected
BCB,427.0,51.87,Less Chance,Private,429.0,Female,Less Chance,Not Selected
EWS,416.0,50.69,Less Chance,Government,420.0,Male,Less Chance,Not Selected
EWS,570.0,69.52,Moderate Chance,Government,576.0,Female,Moderate Chance,Not Selected
BCD,459.0,55.93,Less Chance,Government,465.0,Female,Less Chance,Not Selected
OC,544.0,65.68,Moderate Chance,Government,548.0,Male,Less Chance,Not Selected
SC,452.0,55.71,Less Chance,Government,456.0,Male,Less Chance,Not Selected
BCE,578.0,85.0,High Chance,Government,582.0,Male,High Chance,Selected
BCB,539.0,65.89,Moderate Chance,Government,545.0,Female,Less Chance,Not Selected
BCD,453.0,54.97,Less Chance,Government,457.0,Male,Less Chance,Not Selected
BCD,575.0,69.64,Moderate Chance,Government,579.0,Male,Moderate Chance,Not Selected
BCB,453.0,55.49,Less Chance,Government,459.0,Female,Less Chance,Not Selected
SC,555.0,68.29,Moderate Chance,Government,559.0,Male,Moderate Chance,Not Selected
EWS,555.0,67.71,Moderate Chance,Government,561.0,Female,Moderate Chance,Not Selected
EWS,417.0,51.05,Less Chance,Government,423.0,Female,Less Chance,Not Selected
OC,516.0,62.09,Moderate Chance,Private,518.0,Female,Less Chance,Not Selected
BCB,463.0,55.98,Less Chance,Private,463.0,Male,Less Chance,Not Selected
EWS,405.0,49.36,Less Chance,Government,409.0,Male,Less Chance,Not Selected
BCE,461.0,56.75,Less Chance,Government,467.0,Female,Less Chance,Not Selected
BCB,407.0,49.93,Less Chance,Government,413.0,Female,Less Chance,Not Selected
